101 101
0.000000 	2.000000
0.050000 	2.000000
0.100000 	2.000000
0.150000 	2.000000
0.200000 	2.000000
0.250000 	2.000000
0.300000 	2.000000
0.350000 	2.000000
0.400000 	2.000000
0.450000 	2.000000
0.500000 	2.000000
0.550000 	2.000000
0.600000 	2.000000
0.650000 	2.000000
0.700000 	2.000000
0.750000 	2.000000
0.800000 	2.000000
0.850000 	2.000000
0.900000 	2.000000
0.950000 	2.000000
1.000000 	2.000000
1.050000 	2.000000
1.100000 	2.000000
1.150000 	2.000000
1.200000 	2.000000
1.250000 	2.000000
1.300000 	2.000000
1.350000 	2.000000
1.400000 	2.000000
1.450000 	2.000000
1.500000 	2.000000
1.550000 	2.000000
1.600000 	2.000000
1.650000 	2.000000
1.700000 	2.000000
1.750000 	2.000000
1.800000 	2.000000
1.850000 	2.000000
1.900000 	2.000000
1.950000 	2.000000
2.000000 	2.000000
2.050000 	2.000000
2.100000 	2.000000
2.150000 	2.000000
2.200000 	2.000000
2.250000 	2.000000
2.300000 	2.000000
2.350000 	2.000000
2.400000 	2.000000
2.450000 	2.000000
2.500000 	2.000000
2.550000 	2.000000
2.600000 	2.000000
2.650000 	2.000000
2.700000 	2.000000
2.750000 	2.000000
2.800000 	2.000000
2.850000 	2.000000
2.900000 	2.000000
2.950000 	2.000000
3.000000 	2.000000
3.050000 	2.000000
3.100000 	2.000000
3.150000 	2.000000
3.200000 	2.000000
3.250000 	2.000000
3.300000 	2.000000
3.350000 	2.000000
3.400000 	2.000000
3.450000 	2.000000
3.500000 	2.000000
3.550000 	2.000000
3.600000 	2.000000
3.650000 	2.000000
3.700000 	2.000000
3.750000 	2.000000
3.800000 	2.000000
3.850000 	2.000000
3.900000 	2.000000
3.950000 	2.000000
4.000000 	2.000000
4.050000 	2.000000
4.100000 	2.000000
4.150000 	2.000000
4.200000 	2.000000
4.250000 	2.000000
4.300000 	2.000000
4.350000 	2.000000
4.400000 	2.000000
4.450000 	2.000000
4.500000 	2.000000
4.550000 	2.000000
4.600000 	2.000000
4.650000 	2.000000
4.700000 	2.000000
4.750000 	2.000000
4.800000 	2.000000
4.850000 	2.000000
4.900000 	2.000000
4.950000 	2.000000
5.000000 	2.000000
0.000000 	1.980198
0.050000 	1.980356
0.100000 	1.980515
0.150000 	1.980673
0.200000 	1.980832
0.250000 	1.980990
0.300000 	1.981149
0.350000 	1.981307
0.400000 	1.981465
0.450000 	1.981624
0.500000 	1.981782
0.550000 	1.981941
0.600000 	1.982099
0.650000 	1.982257
0.700000 	1.982416
0.750000 	1.982574
0.800000 	1.982733
0.850000 	1.982891
0.900000 	1.983050
0.950000 	1.983208
1.000000 	1.983366
1.050000 	1.983525
1.100000 	1.983683
1.150000 	1.983842
1.200000 	1.984000
1.250000 	1.984158
1.300000 	1.984317
1.350000 	1.984475
1.400000 	1.984634
1.450000 	1.984792
1.500000 	1.984950
1.550000 	1.985109
1.600000 	1.985267
1.650000 	1.985426
1.700000 	1.985584
1.750000 	1.985743
1.800000 	1.985901
1.850000 	1.986059
1.900000 	1.986218
1.950000 	1.986376
2.000000 	1.986535
2.050000 	1.986693
2.100000 	1.986851
2.150000 	1.987010
2.200000 	1.987168
2.250000 	1.987327
2.300000 	1.987485
2.350000 	1.987644
2.400000 	1.987802
2.450000 	1.987960
2.500000 	1.988119
2.550000 	1.987960
2.600000 	1.987802
2.650000 	1.987644
2.700000 	1.987485
2.750000 	1.987327
2.800000 	1.987168
2.850000 	1.987010
2.900000 	1.986851
2.950000 	1.986693
3.000000 	1.986535
3.050000 	1.986376
3.100000 	1.986218
3.150000 	1.986059
3.200000 	1.985901
3.250000 	1.985743
3.300000 	1.985584
3.350000 	1.985426
3.400000 	1.985267
3.450000 	1.985109
3.500000 	1.984950
3.550000 	1.984792
3.600000 	1.984634
3.650000 	1.984475
3.700000 	1.984317
3.750000 	1.984158
3.800000 	1.984000
3.850000 	1.983842
3.900000 	1.983683
3.950000 	1.983525
4.000000 	1.983366
4.050000 	1.983208
4.100000 	1.983050
4.150000 	1.982891
4.200000 	1.982733
4.250000 	1.982574
4.300000 	1.982416
4.350000 	1.982257
4.400000 	1.982099
4.450000 	1.981941
4.500000 	1.981782
4.550000 	1.981624
4.600000 	1.981465
4.650000 	1.981307
4.700000 	1.981149
4.750000 	1.980990
4.800000 	1.980832
4.850000 	1.980673
4.900000 	1.980515
4.950000 	1.980356
5.000000 	1.980198
0.000000 	1.960396
0.050000 	1.960713
0.100000 	1.961030
0.150000 	1.961347
0.200000 	1.961663
0.250000 	1.961980
0.300000 	1.962297
0.350000 	1.962614
0.400000 	1.962931
0.450000 	1.963248
0.500000 	1.963564
0.550000 	1.963881
0.600000 	1.964198
0.650000 	1.964515
0.700000 	1.964832
0.750000 	1.965149
0.800000 	1.965465
0.850000 	1.965782
0.900000 	1.966099
0.950000 	1.966416
1.000000 	1.966733
1.050000 	1.967050
1.100000 	1.967366
1.150000 	1.967683
1.200000 	1.968000
1.250000 	1.968317
1.300000 	1.968634
